@relation 'train1_data-weka.filters.unsupervised.attribute.Remove-R1-2,13-weka.filters.unsupervised.attribute.Remove-R1,5-6-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Engine {'998 CC','1582 CC','1199 CC','1248 CC','1968 CC','814 CC','1461 CC','2755 CC','1598 CC','1462 CC','1497 CC','2179 CC','2477 CC','1498 CC','2143 CC','1995 CC','1984 CC','1197 CC','2494 CC','1798 CC','2696 CC','2698 CC','1061 CC','1198 CC','2987 CC','796 CC','624 CC','1999 CC','1991 CC','2694 CC','1120 CC','2498 CC','799 CC','2393 CC','1399 CC','1796 CC','2148 CC','1396 CC','1950 CC','4806 CC','1998 CC','1086 CC','1193 CC','2982 CC','1493 CC','2967 CC','2993 CC','1196 CC','1799 CC','2497 CC','2354 CC','1373 CC','2996 CC','1591 CC','2894 CC','5461 CC','1595 CC','936 CC','1997 CC',0,'1896 CC','1390 CC','1364 CC','2199 CC','993 CC','999 CC','1405 CC','2956 CC','1794 CC','995 CC','2496 CC','1599 CC','2400 CC','1495 CC','2523 CC','793 CC','4134 CC','1596 CC','1395 CC','2953 CC','1586 CC','2362 CC','1496 CC','1368 CC','1298 CC','1956 CC','1299 CC','3498 CC','2835 CC','1150 CC','3198 CC','1343 CC','1499 CC','1186 CC','1590 CC','2609 CC','2499 CC','2446 CC','1978 CC','2360 CC','3436 CC','2198 CC','4367 CC','2706 CC','1422 CC','2979 CC','1969 CC','1489 CC','2489 CC','1242 CC','1388 CC','1172 CC','2495 CC','1194 CC','3200 CC','1781 CC','1341 CC','2773 CC','3597 CC','1985 CC','2147 CC','1047 CC','2999 CC','2995 CC','2997 CC','1948 CC','2359 CC','4395 CC','2349 CC','2720 CC','1468 CC','3197 CC','2487 CC','1597 CC','2771 CC','72 CC','4951 CC','970 CC','2925 CC','2200 CC','5000 CC','2149 CC','5998 CC','2092 CC','5204 CC','2112 CC','1797 CC'}
@attribute Seats numeric
@attribute Price numeric

@data
2013,52000,Petrol,'1591 CC',5,5.25
2014,58000,Diesel,'2199 CC',7,17
2012,58000,Petrol,'1197 CC',5,3.5
2008,75000,Diesel,'1399 CC',5,3
2015,41008,Petrol,'1197 CC',5,4.87
2014,65000,Diesel,'1120 CC',5,6
2015,19000,Diesel,'1968 CC',5,15.5
2008,74000,Petrol,'1388 CC',5,1.6
2017,33000,Petrol,'1197 CC',5,7.25
2010,95000,Diesel,'1896 CC',5,3.25
2012,34000,Diesel,'1498 CC',5,3.4
2014,102865,Diesel,'2967 CC',7,30.5
2016,52378,Petrol,'1591 CC',5,7.97
2012,38000,Diesel,'2143 CC',5,13.51
2015,60334,Diesel,'1498 CC',5,5.43
2010,107000,Petrol,'1388 CC',5,2.6
2013,445000,Petrol,'1197 CC',5,4.45
2017,2196,Petrol,'796 CC',5,2.75
2010,24000,Petrol,'2996 CC',5,8.75
2015,44846,Petrol,'1368 CC',5,5.41
2018,64035,Diesel,'1248 CC',5,8.55
2014,45600,Diesel,'2179 CC',7,8.25
2014,102001,Diesel,'2400 CC',7,23.58
2014,47439,Petrol,'1197 CC',5,4.49
2010,193254,Diesel,'2982 CC',7,12.99
2016,29000,Petrol,'624 CC',4,2.8
2016,51681,Diesel,'1461 CC',8,8.43
2015,50000,Diesel,'2967 CC',7,47.5
2016,42666,Petrol,'1497 CC',5,8.95
2013,65000,Diesel,'1461 CC',5,5.5
2014,18776,Petrol,'1198 CC',5,4.75
2016,6714,Petrol,'1198 CC',5,4.75
2009,40000,Petrol,'1995 CC',5,9.5
2011,88539,Diesel,'1248 CC',5,3.77
2012,65055,Petrol,'1497 CC',5,4.25
2014,23000,Diesel,'1995 CC',5,19.9
2009,60000,Diesel,'1896 CC',5,4
2013,59350,Petrol,'1197 CC',5,4.16
2015,19000,Diesel,'2179 CC',5,38
2016,45560,Petrol,'1197 CC',5,6.34
2009,118000,Diesel,'2494 CC',8,4.5
2016,55000,Petrol,'1196 CC',7,3.75
2012,60000,Diesel,'1968 CC',5,10.2
2007,145000,Diesel,'2494 CC',8,5
2008,46810,Petrol,'1995 CC',5,3.95
2016,62767,Diesel,'1498 CC',5,9.75
2018,18553,Petrol,'1197 CC',5,7.93
2011,143143,Diesel,'1399 CC',5,2.1
2015,53497,Diesel,'2477 CC',7,16.42
2011,148000,Diesel,'2199 CC',7,8.9
2012,95000,Diesel,'2179 CC',7,7.21
2015,100000,Diesel,'2494 CC',8,13.5
2016,29000,Diesel,'2987 CC',5,65
2014,87000,Diesel,'2179 CC',7,7.4
2014,56838,Petrol,'1497 CC',5,5.15
2013,100000,Diesel,'2987 CC',7,32
2011,125000,Petrol,'1497 CC',5,3.25
2017,17000,Petrol,'998 CC',5,3.95
2013,70000,Petrol,'1193 CC',5,1.5
2010,50000,Petrol,'1197 CC',5,3
2010,39800,Petrol,'1198 CC',5,1.99
2010,60000,Petrol,'998 CC',5,1.35
2009,58000,Diesel,'1995 CC',5,13.5
2010,110009,Diesel,'1968 CC',5,6.99
2013,85000,Diesel,'1461 CC',5,8.5
2010,84000,Diesel,'1199 CC',5,2.89
2011,51000,Diesel,'1995 CC',5,10.5
2013,68880,Petrol,'1498 CC',5,3.97
2017,5500,Petrol,'998 CC',5,4.25
2016,40052,Petrol,'1197 CC',5,6.17
2016,47293,Diesel,'1968 CC',5,38.72
2013,79663,Diesel,'1493 CC',5,6.5
2013,63000,Diesel,'1498 CC',5,4.25
2014,45000,Diesel,'1498 CC',5,4.75
2014,56501,Diesel,'2755 CC',7,17.71
2015,58000,Diesel,'1498 CC',5,5.85
2011,51602,Diesel,'1995 CC',5,17.27
2007,74199,Diesel,'1995 CC',5,9.25
2017,25000,Petrol,'1591 CC',5,12.75
2016,70000,Diesel,'1995 CC',5,27
2013,25000,Diesel,'2143 CC',5,21
2017,22000,Diesel,'1248 CC',5,7.95
2015,47020,Petrol,'998 CC',5,4.5
2017,8000,Diesel,'1995 CC',5,33.75
2010,73000,Diesel,'4134 CC',7,17.51
2017,36973,Petrol,'1199 CC',5,6.8
2014,42083,Petrol,'624 CC',4,1.68
2016,61000,Petrol,'796 CC',5,2.9
2014,43628,Petrol,'998 CC',5,3.16
2014,60000,Diesel,'1120 CC',5,3.9
2010,54000,Petrol,'1199 CC',5,1.95
2015,27001,Diesel,'2179 CC',5,26.52
2010,52000,Diesel,'1968 CC',5,9
2012,80000,Diesel,'1396 CC',5,4.5
2008,160000,Diesel,'2835 CC',6,8.75
2018,3300,Diesel,'1248 CC',5,11.5
2016,35027,Petrol,'998 CC',5,3
2015,26568,Petrol,'814 CC',5,3.79
2015,59000,Diesel,'1248 CC',5,6
2016,51000,Diesel,'1582 CC',5,13.25
2012,56400,Diesel,'1968 CC',5,8
2015,80000,Diesel,'1498 CC',5,5.8
2012,72000,Diesel,0,0,13.85
2013,107000,Diesel,'2494 CC',7,13.5
2014,100000,Diesel,'2143 CC',5,25
2016,59998,Diesel,'1498 CC',5,5.49
2013,105000,Diesel,'1968 CC',5,19
2011,36000,Petrol,'1197 CC',5,2.5
2015,24350,Petrol,'1086 CC',5,3
2018,28973,Diesel,'1047 CC',5,6.64
2017,8243,Petrol,'814 CC',5,3.21
2009,136642,Petrol,'1086 CC',5,1.55
2011,60000,Petrol,'1086 CC',5,2.59
2008,100000,Diesel,'2609 CC',8,4
2010,48689,Petrol,'1497 CC',5,3.87
2017,45000,Diesel,'1248 CC',5,9.75
2019,38163,Diesel,'1968 CC',5,32.91
2011,43800,Diesel,'2143 CC',5,16.75
2007,92000,Petrol,'1799 CC',5,1.9
2017,14064,Petrol,'1197 CC',5,6.59
2017,42366,Diesel,'1968 CC',5,31.93
2014,76551,Diesel,'1498 CC',5,7.25
2008,72672,Petrol,'1086 CC',5,1.9
2015,45000,Diesel,'1248 CC',5,3.55
2012,91696,Diesel,'2953 CC',7,9.25
2009,66484,Petrol,'1299 CC',5,1.65
2019,15456,Diesel,'1995 CC',5,36.64
2011,55000,Diesel,'2143 CC',5,16
2019,21112,CNG,'1196 CC',5,5.38
2011,98000,Petrol,0,0,3.15
2014,61297,Diesel,'1498 CC',5,4.35
2006,80000,Petrol,'993 CC',5,1.2
2013,59000,Petrol,'1197 CC',5,4.1
2009,150000,Diesel,'2993 CC',5,18.75
2017,60083,Diesel,'1582 CC',5,13.78
2016,85450,Diesel,'1248 CC',5,4
2013,88000,Diesel,'1248 CC',5,4.33
2015,81828,Diesel,'1186 CC',5,5.43
2016,18000,Petrol,'1196 CC',5,4.9
2017,15000,Diesel,'2993 CC',5,70
2016,34000,Diesel,'2143 CC',5,25.5
2015,46000,Petrol,'1197 CC',5,5.1
2013,48158,Diesel,'1582 CC',5,6.7
2013,93000,Diesel,'2993 CC',5,26.5
2013,71007,Diesel,'1461 CC',5,3.9
2010,63067,Petrol,'1586 CC',5,2.7
2011,70259,Diesel,'1248 CC',5,2.95
2015,13000,Diesel,'1968 CC',5,23
2009,140000,Diesel,'1248 CC',5,2.49
2015,130000,Diesel,'1248 CC',5,4.5
2011,89401,Diesel,'1364 CC',5,4.5
2015,67000,Diesel,'1498 CC',5,6.9
2010,65329,Petrol,'4395 CC',4,20.72
2010,72000,Petrol,'1198 CC',5,2.21
2001,70000,Petrol,'1242 CC',5,0.55
2011,82000,Diesel,'2179 CC',5,13.9
2010,85000,Petrol,'1596 CC',5,1.46
2012,83000,Diesel,'1582 CC',5,6
2016,26000,Petrol,'999 CC',5,3
2012,27000,Diesel,'1248 CC',5,3.5
2018,37746,Diesel,'1396 CC',5,7.59
2009,63274,Petrol,'1586 CC',5,1.99
2016,25000,Petrol,'799 CC',5,3.8
2013,197000,Diesel,'2498 CC',7,4
2013,45010,Petrol,'814 CC',5,2.95
2013,75348,Diesel,'1498 CC',5,3.75
2010,90110,Diesel,'1199 CC',5,2.5
2011,102013,Petrol,'1497 CC',5,3.75
2015,36000,Diesel,'2982 CC',7,22
2017,37578,Petrol,'1198 CC',5,6.14
2015,46001,Diesel,'1995 CC',5,16
2014,46559,Petrol,'998 CC',5,3.75
2015,48000,Diesel,'2494 CC',8,11.75
2013,46000,Diesel,'2179 CC',5,24
2017,15000,Petrol,'1199 CC',5,8.9
2012,85000,Diesel,'1995 CC',5,10
2014,32000,Petrol,'1598 CC',5,5.55
2012,60818,Petrol,'1598 CC',5,3.59
2019,35188,Diesel,'1498 CC',5,11.13
2012,110000,Diesel,'2179 CC',7,7.2
2014,61000,Diesel,'1388 CC',5,2.98
2010,75000,Petrol,'1086 CC',5,1.7
2015,55000,Diesel,'2987 CC',7,52
2003,69966,Petrol,'796 CC',5,0.95
2016,42000,Petrol,'1497 CC',5,9.25
2014,48000,Diesel,'2199 CC',7,16.25
2015,35000,Diesel,'2143 CC',5,20.99
2005,128000,Diesel,'2494 CC',8,4.25
2008,78000,Diesel,'1995 CC',5,7.2
2011,53080,Petrol,'1197 CC',5,4.4
2011,66000,Petrol,'1598 CC',5,4.25
2012,25000,Petrol,'1373 CC',7,5.35
2016,36139,Petrol,'1197 CC',5,6.3
2017,44000,Diesel,'1582 CC',5,12.5
2008,50000,Diesel,'2967 CC',5,7.5
2016,81177,Diesel,'1997 CC',7,11.25
2016,26000,Petrol,'1499 CC',5,7.65
2016,100000,Diesel,'1120 CC',5,4.5
2014,75000,Diesel,'1498 CC',5,7.5
2004,119859,Petrol,'2987 CC',5,7.1
2010,55980,Petrol,'1197 CC',5,2.25
2015,30000,Diesel,'1968 CC',5,27
2012,49700,Diesel,'1396 CC',5,4.18
2013,79000,Diesel,'1396 CC',5,6.5
2010,65100,Petrol,'1497 CC',5,3.15
2016,54161,Diesel,'1248 CC',7,7.64
2011,28619,Petrol,'796 CC',5,2.4
2016,9000,Petrol,'998 CC',5,4.25
2016,42876,Diesel,'1582 CC',5,9.31
2011,64000,Petrol,'796 CC',5,2.39
2018,20488,Petrol,'1598 CC',5,7.64
2016,21000,Petrol,'1197 CC',5,6.21
2012,119203,Diesel,'2179 CC',5,16.5
2011,55987,Petrol,'1997 CC',5,8.22
2017,72668,Diesel,'2755 CC',7,28.85
2015,32000,Petrol,'1497 CC',5,8.5
2014,3000,Petrol,'5461 CC',2,90
2015,10400,Petrol,'1497 CC',5,6.51
2013,35000,Diesel,'1248 CC',5,4.65
2013,55101,Petrol,'1794 CC',5,8.4
2014,57464,Diesel,'1364 CC',5,5.75
2006,110000,Petrol,'998 CC',5,1.11
2017,17941,Petrol,0,0,3.93
2014,72000,Petrol,'1991 CC',5,17.25
2012,16000,Diesel,'2179 CC',5,32
2011,62020,Petrol,'1197 CC',5,3.45
2014,85000,Diesel,'2179 CC',5,23
2018,14223,Petrol,'1197 CC',5,7.32
2014,41210,Petrol,'1198 CC',5,4.4
2015,20000,Diesel,'2987 CC',5,47.35
2016,18043,Petrol,'796 CC',5,4.12
2016,80000,Diesel,'2755 CC',7,19.5
2016,21000,Petrol,'1197 CC',5,6.2
2016,49000,Diesel,'2993 CC',5,45
1998,104000,Petrol,'970 CC',5,0.85
2010,95000,Petrol,'1197 CC',5,2.8
2015,32000,Petrol,'1197 CC',5,4.8
2003,80000,Petrol,0,0,0.9
2014,122800,Diesel,'1498 CC',5,5.65
2011,78000,Diesel,'2148 CC',5,14.5
2015,69000,Diesel,'1248 CC',5,5.9
2015,65000,Diesel,'1364 CC',5,5
2015,23000,Petrol,'1197 CC',5,4.9
2009,70000,Petrol,'1799 CC',5,4.25
2014,250000,Diesel,'2494 CC',8,10.9
2012,56000,Petrol,'1495 CC',5,2.45
2013,30000,Petrol,'796 CC',5,2.5
2010,35000,Petrol,'5461 CC',2,29.5
2013,92250,Diesel,'1498 CC',5,5.75
2018,40000,Petrol,'1197 CC',5,5
2014,96848,Petrol,'1598 CC',5,4.62
2016,42000,Diesel,'1968 CC',5,23.5
2013,55886,Diesel,'2179 CC',7,7.25
2019,12336,Petrol,'1591 CC',5,11.88
2009,60000,Petrol,'1599 CC',5,2.25
2003,83000,Petrol,'1597 CC',5,0.85
2018,24000,Petrol,'1198 CC',5,4
2016,32198,Petrol,'1198 CC',5,5.1
2014,92247,Diesel,'2494 CC',7,12.5
2011,121311,Diesel,'1498 CC',5,2.9
2016,66296,Diesel,'2179 CC',7,15.96
2015,41000,Petrol,'1197 CC',5,5.45
2017,38681,Diesel,'2198 CC',7,23.86
2008,43761,Petrol,'995 CC',5,1.75
2017,17400,Diesel,'1248 CC',7,9.75
2013,61510,Diesel,'1498 CC',5,4.75
2014,60000,Petrol,'1497 CC',5,6.25
2014,35165,Diesel,'1998 CC',5,22
2016,41617,Petrol,'1794 CC',5,14.14
2005,45000,Petrol,'1086 CC',5,0.95
2014,65000,Petrol,'1798 CC',5,11.95
2011,68000,Petrol,'998 CC',5,2.5
2013,49000,Petrol,'1086 CC',5,2.75
2019,16698,Petrol,'1199 CC',5,5.85
2016,30965,Petrol,'1197 CC',5,6.25
2014,56058,Petrol,'1598 CC',5,4.95
2017,15356,Petrol,'1197 CC',5,4.75
2013,54000,Diesel,'1399 CC',5,2.55
2011,47000,Petrol,'1799 CC',5,4.5
2015,21652,Petrol,'796 CC',5,3.01
2016,52000,Diesel,'1999 CC',5,42
2010,35010,Diesel,'2698 CC',5,11.5
2006,76662,Diesel,'2987 CC',5,10.99
2009,89000,Petrol,'1497 CC',5,3.71
2006,80000,Petrol,'2354 CC',5,2
2018,39023,Diesel,'1248 CC',5,9.48
2004,62000,Petrol,'998 CC',5,1.25
2015,78046,Diesel,'1582 CC',5,10.9
2015,34400,Diesel,'1248 CC',5,5.5
2016,64624,Petrol,'814 CC',5,3.71
2014,69192,Petrol,'1373 CC',7,6.25
2012,55000,Diesel,'1598 CC',5,4.9
2005,81000,Petrol,'1493 CC',5,1.1
2016,36733,Petrol,'1198 CC',5,4.72
2017,24310,CNG,'796 CC',4,3.7
2016,43022,Diesel,'2143 CC',5,24.85
2013,74000,Diesel,'2199 CC',7,12.25
2014,47000,Diesel,'1248 CC',5,3.9
2017,37460,Petrol,'1197 CC',5,6.28
2011,130000,Diesel,'2498 CC',8,2.75
2017,31576,Petrol,'1197 CC',5,7.85
2011,66000,Petrol,'1598 CC',5,2.95
2008,79000,Petrol,'2354 CC',5,4.85
2011,47140,Diesel,'2925 CC',5,30
2016,36610,Diesel,'2143 CC',5,19.9
2016,93000,Diesel,'1582 CC',5,10.8
2007,52195,Petrol,'796 CC',5,1.75
2016,20003,Diesel,'1968 CC',5,19.25
2013,66314,Diesel,'1461 CC',5,5.5
2009,76000,Diesel,'1399 CC',5,2.75
2015,29000,Diesel,'1582 CC',5,13
2011,30000,Diesel,'1399 CC',5,3.2
2013,56526,Petrol,'1598 CC',5,5.84
2015,38000,Diesel,'1969 CC',5,24
2012,41000,Diesel,'1582 CC',5,6.25
2009,53000,Diesel,'2993 CC',5,36
2003,125000,Diesel,'1998 CC',5,3
2010,242000,Diesel,'2982 CC',7,11
2015,90000,Diesel,'1248 CC',5,6.5
2018,11000,Diesel,'1248 CC',5,9.4
2018,21936,Diesel,'1995 CC',5,37.92
2013,41000,Petrol,'1598 CC',5,5.25
2011,47000,Petrol,'1197 CC',5,4.5
2009,110000,Diesel,'2993 CC',5,18
2015,45960,Petrol,'1197 CC',5,5.56
2013,48000,Diesel,'2143 CC',5,22
2011,68000,Diesel,'2179 CC',5,22
2011,41000,Petrol,'1197 CC',5,2.65
2013,69573,Diesel,'1582 CC',5,5.85
2012,115000,Diesel,'1968 CC',5,6.95
2012,47629,Diesel,'2179 CC',7,6.5
2004,66624,Petrol,'796 CC',8,0.85
2013,80000,Petrol,'1798 CC',5,7.25
2012,94868,Diesel,'1248 CC',5,4.5
2010,76477,Diesel,'2179 CC',8,4.25
2016,28000,Petrol,'1991 CC',5,26
2017,28599,Diesel,'2498 CC',6,9.66
2013,45348,Diesel,'1461 CC',5,6.85
2013,80127,Diesel,'1968 CC',5,23.68
2013,68000,Diesel,'2179 CC',5,15.75
2012,75000,Diesel,'1598 CC',5,3.5
2006,48000,Petrol,'2979 CC',5,6.99
2019,41871,Diesel,'1582 CC',5,15.57
2015,84931,Diesel,'2956 CC',7,5.29
2016,15000,Petrol,'799 CC',5,2.25
2009,110000,Diesel,'2993 CC',5,20
2011,5900,Petrol,'4395 CC',4,47.5
2002,103653,Petrol,'1061 CC',5,1.22
2012,64806,Petrol,'1198 CC',5,3.65
2016,35000,Petrol,'1198 CC',7,3.1
2016,40000,Petrol,'1591 CC',5,11.5
2015,23876,Petrol,'998 CC',5,3.46
2013,67901,Diesel,'2199 CC',7,8.38
2014,68865,Diesel,'1598 CC',5,4.8
2014,71000,Diesel,'1498 CC',5,4.5
2004,95000,Petrol,'1298 CC',5,0.8
2014,25000,Diesel,'1248 CC',5,3.95
2012,180000,Diesel,'1598 CC',5,3.65
2005,131000,Diesel,'2987 CC',5,10
2011,65000,Diesel,'2179 CC',8,4
2012,117777,Diesel,'1461 CC',5,4.75
2009,65000,Petrol,'1298 CC',5,3.1
2017,46897,Petrol,'814 CC',5,3.61
2015,36695,Petrol,'1198 CC',5,4.29
2011,43000,Petrol,'1198 CC',5,2.13
2008,54000,Petrol,'796 CC',5,1.1
2011,89000,Diesel,'1995 CC',5,13.95
2014,7000,Petrol,'1198 CC',5,5.35
2014,58470,Petrol,'998 CC',5,3.9
2014,37000,Petrol,'1197 CC',5,2.8
2016,29000,Diesel,'1248 CC',5,8.75
2013,52000,Diesel,'1968 CC',5,19.5
2013,32807,Petrol,'1198 CC',5,2.75
2013,86000,Diesel,'2179 CC',8,8
2014,66500,Diesel,'1498 CC',5,5.7
2012,94000,Diesel,'1995 CC',5,12.5
2011,29000,Petrol,'995 CC',5,1.75
2010,107389,Diesel,'1399 CC',5,1.9
2015,36100,Petrol,'1197 CC',5,4.5
2015,16329,Diesel,'2143 CC',5,30.3
2014,36000,Diesel,'1968 CC',5,16
2017,41816,Diesel,'1995 CC',5,32.78
2015,54680,Petrol,'814 CC',5,2.5
2017,14000,Diesel,'1968 CC',5,43
2017,23977,Petrol,'1196 CC',5,5.38
2013,30131,Petrol,'998 CC',5,2.65
2017,2530,Petrol,'796 CC',5,3.3
2015,39000,Diesel,'2143 CC',5,34
2001,140000,Petrol,'1086 CC',5,0.7
2017,32257,Diesel,'1120 CC',5,6.83
2016,46983,Diesel,'1498 CC',5,5.77
2008,107000,Diesel,'1248 CC',5,3.1
2017,19000,Petrol,'1199 CC',5,4.95
2013,88000,Diesel,'1968 CC',5,16.25
2012,84384,Diesel,'4367 CC',7,52.54
2011,128000,Diesel,'2179 CC',7,6.4
2011,71000,Diesel,'2499 CC',7,6.95
2008,50000,Diesel,'1396 CC',5,0.85
2016,16000,Petrol,'1197 CC',5,6.95
2017,82000,Diesel,'1120 CC',5,3.45
2008,80000,Petrol,'1799 CC',5,2.75
2015,36000,Petrol,'1197 CC',5,4.95
2018,17477,Petrol,'1198 CC',5,9.62
2016,16725,Petrol,'1197 CC',5,6.79
2014,48241,Petrol,'1197 CC',5,4.5
2014,52431,Petrol,'998 CC',5,3.01
2012,68000,Diesel,'1396 CC',5,4.4
2012,158000,Diesel,'2982 CC',7,17.49
2014,31446,Petrol,'1197 CC',5,4.66
2015,25000,Petrol,'1197 CC',5,5.5
2016,57000,Petrol,'1197 CC',5,6
2007,76000,Petrol,'1086 CC',5,2.4
2018,57078,Diesel,'1248 CC',5,10.19
2016,47471,Diesel,'1498 CC',5,5.25
2014,50000,Diesel,'2143 CC',5,45
2010,62000,Diesel,'1396 CC',5,2.7
2013,65807,Petrol,'1086 CC',5,3.39
2014,81768,Diesel,'1248 CC',5,5.69
2018,9952,Petrol,'2979 CC',2,58.54
2017,24000,Diesel,'1248 CC',5,8.4
2012,72921,Diesel,'936 CC',5,2.5
2012,59000,Petrol,'1198 CC',5,3.25
2014,33000,Diesel,'1399 CC',5,3.25
2016,36789,Petrol,'998 CC',5,4.25
2014,41000,Diesel,'2143 CC',5,18.5
2007,71000,Petrol,'1086 CC',5,2.4
2015,46650,Petrol,'1198 CC',5,4.25
2018,3000,Petrol,'1197 CC',5,8.85
2014,14799,Petrol,'814 CC',5,4.14
2011,44000,Electric,'1798 CC',5,12.75
2015,68525,Diesel,'1396 CC',5,7
2018,15000,Diesel,'3198 CC',7,33
2017,29000,Petrol,'1497 CC',5,10
2012,77407,Diesel,'1248 CC',5,3.53
2007,118000,Petrol,'1598 CC',5,1.35
2013,75000,Diesel,'1598 CC',5,4.5
2012,69000,Petrol,'1497 CC',5,4.9
2016,52553,Diesel,'1582 CC',5,12.26
2014,58000,Diesel,'1120 CC',5,3.99
2017,24000,Diesel,'2143 CC',5,46.95
2015,65542,Diesel,'1399 CC',5,3.8
2013,68008,Diesel,'1896 CC',5,6.75
2017,22251,Diesel,'1493 CC',7,8.75
2013,55000,Petrol,'1499 CC',5,5.2
2017,19387,Petrol,'1591 CC',5,8.42
2014,58000,CNG,'998 CC',5,3
2016,24001,Petrol,'1197 CC',5,5.75
2008,17000,Diesel,'1968 CC',5,9.75
2015,28500,Petrol,'1198 CC',5,3.5
2014,66000,Diesel,'2143 CC',5,30
2017,22000,Diesel,'2179 CC',5,35
2018,44383,Petrol,'1591 CC',5,13.25
2013,45000,Diesel,'1598 CC',5,3.65
2015,58000,Diesel,'1248 CC',5,5.25
2016,69000,Petrol,'1591 CC',5,9.7
2017,60993,Diesel,'1120 CC',5,5.21
2016,67000,Diesel,'1493 CC',7,6.3
2014,51134,Diesel,'1120 CC',5,4.72
2011,55000,Diesel,'2993 CC',5,28
2018,25082,Diesel,'1248 CC',5,8.37
2012,68350,Diesel,'2982 CC',7,14
2015,50000,Diesel,'1968 CC',5,36
2015,97000,Diesel,'1498 CC',5,6.4
2015,56238,Diesel,'4134 CC',7,51.69
2014,72618,Diesel,'2179 CC',7,8
2012,62005,Diesel,'1991 CC',5,9.8
2012,61250,Diesel,'936 CC',5,2.7
2014,28469,Diesel,'1968 CC',5,24.37
2018,21488,Petrol,'1598 CC',5,9.72
2014,197000,Diesel,'1248 CC',5,5
2009,138205,Diesel,'2982 CC',7,10.5
2012,160000,Diesel,'1248 CC',5,3.9
2012,67590,Petrol,'1497 CC',5,5.65
2012,52000,Diesel,'2143 CC',5,29.95
2008,100000,Diesel,'1248 CC',5,3
2017,60048,Diesel,'1498 CC',5,6
2009,48000,Petrol,'1197 CC',5,2.11
2010,47000,Petrol,0,0,1.49
2011,100000,Petrol,'796 CC',5,1.5
2013,62601,Diesel,'1364 CC',5,4.67
2006,80010,Petrol,'1197 CC',5,2.85
2017,26493,Diesel,'2143 CC',5,33.64
2011,96000,Diesel,'1396 CC',5,0.91
2014,45700,Petrol,'796 CC',5,2.42
2005,13000,Petrol,'2771 CC',5,3.25
2013,38000,Petrol,'1198 CC',5,2.8
2019,8018,Petrol,'1197 CC',5,8.3
2010,144400,Diesel,'2179 CC',8,5.25
2010,152000,Diesel,'1248 CC',5,2.9
2013,71000,Diesel,'1995 CC',5,15
2012,80000,Petrol,'624 CC',4,0.53
2014,87143,Diesel,'2494 CC',8,12.5
2012,25000,Petrol,'1198 CC',5,2.75
2018,2000,Petrol,'1199 CC',5,5
2014,45239,Diesel,'2179 CC',8,7.09
2011,101999,Diesel,'1995 CC',5,19.99
2014,74219,Diesel,'1364 CC',5,10.75
2016,25000,Petrol,'1497 CC',5,9.45
2008,109606,Diesel,'1582 CC',5,2.9
2015,36000,Diesel,'1248 CC',5,4.7
2016,41810,Petrol,'1373 CC',5,7.11
2014,93321,Diesel,'1498 CC',5,6.25
2011,81000,Petrol,'998 CC',5,2.2
2019,25717,Petrol,'1199 CC',5,8.86
2015,37000,Diesel,'2179 CC',7,9.3
2017,56380,Diesel,'1493 CC',7,7.57
2017,8000,Petrol,'1199 CC',5,7.9
2018,14589,Petrol,'1298 CC',5,5.65
2013,65088,Petrol,'1198 CC',5,3.25
2019,24864,Diesel,'1582 CC',5,16.27
2011,64831,Petrol,'1199 CC',5,3.21
2013,38001,Diesel,'1498 CC',5,3.9
2008,77000,Petrol,'2496 CC',5,6.5
2016,27000,Diesel,'2993 CC',5,48
2016,39000,Diesel,'1968 CC',5,18.9
2015,131000,Diesel,'1248 CC',5,3.6
2015,43000,Diesel,'1248 CC',5,5.5
2011,68000,Diesel,'2494 CC',7,7
2016,45165,Diesel,'1995 CC',5,41.75
2007,120000,Diesel,'1995 CC',5,10.5
2014,86091,Diesel,'2179 CC',7,10.09
2009,71499,Petrol,'1497 CC',5,3
2014,50000,Diesel,'2200 CC',7,12
2015,66000,Diesel,'1498 CC',5,4.91
2010,45000,Petrol,'1198 CC',5,2
2015,69189,Diesel,'1364 CC',5,5.3
2014,40206,Diesel,'1461 CC',5,7.22
2017,36723,Diesel,'1995 CC',5,32.57
2010,57500,Petrol,'1197 CC',5,2.75
2018,43912,CNG,'1196 CC',5,4.33
2011,52000,Diesel,'1399 CC',5,3.75
2014,60952,Petrol,'1497 CC',5,5.91
2013,87192,Diesel,'1248 CC',5,4.35
2014,58000,Diesel,'1120 CC',5,3.25
2017,59500,Diesel,'2967 CC',7,68
2016,16650,Petrol,'1198 CC',5,5.5
2018,34696,Petrol,'1497 CC',5,12.08
2018,42243,Diesel,'1248 CC',5,7.48
2016,57824,Diesel,'1120 CC',5,5.5
2011,110000,Diesel,'1248 CC',5,3.5
2006,63000,Petrol,0,0,1.6
2013,72000,Diesel,'2179 CC',5,15.5
2013,63455,Diesel,'2982 CC',7,19
2017,17151,Diesel,'1498 CC',5,8.4
2016,31001,Diesel,'1248 CC',5,7.25
2014,42109,Diesel,'1248 CC',5,4.25
2015,55000,Diesel,'1498 CC',5,5.7
2013,46000,Diesel,'2179 CC',5,26
2013,30852,Petrol,'796 CC',5,2.49
2011,65000,Petrol,'1198 CC',5,3
